Marca temporal;Elige el curso;Opinión General Sobre el Curso;¿Aprobó la Cursada?;¿Cómo te Resultaron los Temas de la Materia?;¿Los Temas de la Materia Están Actualizados?;Nivel de las Clases Teóricas del Curso;Nivel de las Clases Prácticas del Curso;Dificultad del Curso;Dificultad del TP;¿Cursaste antes la materia de manera presencial?;¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases teóricas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Clases prácticas];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Trabajos prácticos];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Instancias de consulta];¿Cómo te parece que fue el desempeño de la cátedra respecto de lo que hubieras esperado en una cursada presencial en los siguientes aspectos?  [Tiempos de respuesta ante consultas];¿Qué aspectos valorás positivamente de la cursada remota? (elegí todas las que apliquen);¿Qué aspectos valorás negativamente de la cursada remota? (elegí todas las que apliquen);¿Creés que la cátedra estuvo a la altura de una cursada virtual? En cuanto a herramientas, comunicación, material, etc;¿Creés que debería evaluarse la posibilidad de que el curso sea total o parcialmente virtual cuando sea posible retomar las cursadas presenciales?;¿Estás conforme con la forma en que el curso evaluó sus contenidos? ¿Te sentiste cómodo/a?;¿Tenés algún otro comentario o sugerencia sobre el curso y la cursada virtual de este cuatrimestre?;;;;;;
3/12/2021 22:02:46;75.01-95.01-Computación - 6 y 9 - Jimenez Rey;Bueno;Sí;Interesantes;Sí;Muy Buenas;Regulares;Dificil;Normal;No;Mejor;Peor;Similar;Peor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Falta de espacio adecuado para estudiar;Si, la materia puede cursarse vitualmente sin problemas;Si;"No, pienso que la evaluación de los trabajos prácticos debe hacerse sobre el mismo código, en ves de querer transmitir en un documento las formas de pensamiento. Creo que el desarrollo y pensamiento de los algoritmos para los programas es algo que se debe debatir la clase previa a la realización del trabajo practico y luego debe el código expresar el mismo. En vez de realizar documentos que expresan la forma de pensar del alumno (que no es una tarea simple) pensaría en el versionado del código mediante consultas en clase, arrancando un tp y entregándolo por ejemplo 2 clases después lo que permitiría consultar entre entregas. El sistema de las tablas pretendía que ni bien termine la clase el alumno se ponga a desarrollar los algoritmos del programa (cosa que estaba disponible por lo menos 1 día después de la clase), esta sea modificada con sugerencias del docente y retroalimentaciones para que el alumno corrija hasta tener una versión solida de los algoritmos. El docente puede corregir 1 vez por día el documento del grupo como mucho 2 veces. A esta altura pasaron 4 días y el alumno estuvo dedicando 1 o 2 horas a la materia esos días y todavía no hay un código solido para entregar, tampoco hay certidumbre del que se escriba esté bien ya que el docente corregía las tablas y no el código. Creo que este sistema limita la capacidad de administración del tiempo del alumno con respecto a la materia. 
Las teorías de calculo con números binarios y punto flotante son totalmente excesivas, se inventó la computadora para evitar tener que hacer semejantes cuentas, está bien que se sepa como funciona pero evaluarlo es obligar a memorizar herramientas inútiles (ningún programador empleado en su campo hace cuentas en binario flotante a lápiz).
No se enseñó a debuggear con los debuggers automáticos del IDE. Debuggear en lápiz y papel es fácil para programas simples pero al final de la cursada es necesario poder realizar un debug paso a paso con vista clara de las variables y sus cambios a lo largo de los programas.
Se utilizaron iteradores y funciones sobre objetos pero nunca se explico que es un objeto, dejaría de lado los objetos (que son algo muy complejo) si no se explican antes de utilizarlos y manipularlos. 
Las clases son muy largas, se que es una sola clase por semana pero 4 a 4:30hs de clase es excesivo, las ultimas 2 horas se pierden un poco. Cursaría 2 veces por semana clases de 2hs (está bueno para separar teoría de practica). Esto también pensando en el docente, es muy exhaustivo dar clase tanto tiempo, puede dañar la voz del profesor.
Los materiales otorgados por el docente son muy buenos, las guías de estudio son ideales, la condensación de la teoría y practica en las guías ayuda mucho al momento del desarrollo de un programa y al momento de estudiar para las instancias evaluativas.
Los foros de consulta son geniales, mas cuando hay interacción alumno a alumno.
No me cerró mucho tener que trabajar en grupo, presonalmente me tocaron compañeros que no estaban avocados a rendir la materia con el esfuerzo necesario. Está bueno que si alguien tiene experiencia en programar ayude a sus compañeros, pero la mayoria de las veces resulta en el alumno corriendo una carrera con botas de plomo.
";;;;;;;
3/12/2021 22:37:54;75.14/95.48-Lenguajes Formales - Corsi;Muy Bueno;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Problemas de conectividad;Sí, me pareció que estuvo muy bien manejada.;Si;Sí, y además resultó muy interesante.;;;;;;;
3/12/2021 23:57:35;75.08-95.03-Sistemas Operativos - 2 - Méndez;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Mejor;Mejor;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;;Estuvo bien adaptado a la cursada virtual.;Si;Estoy conforme y cómodo.;;;;;;;
3/13/2021 0:14:40;75.03-95.57-Organización del Computador - 2 - Moreno;Bueno;Sí;Muy Interesantes;Sí;Buenas;Muy Buenas;Normal;Dificil;No;Similar;Similar;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;Si;Si;Si;Estaría buena la posibilidad de promocionar la materia;;;;;;
3/13/2021 0:22:09;75.41-95.15-Algoritmos y Programación II - 2 - Buchwald;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Normal;Dificil;No;Similar;Similar;Mejor;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Problemas de conectividad, Incomodidad en mi hogar;Si;Si;Si;Mejorar la redacción en los parciales, revisar las explicaciones en los tps;;;;;;
3/13/2021 1:58:14;75.14/95.48-Lenguajes Formales - Corsi;Muy Bueno;Sí;Interesantes;Sí;Excelentes;Excelentes;Dificil;Muy dificil;No;Mejor;Mejor;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;;Si, los materiales teóricos estuvieron disponibles desde el primer día, luego a medida que eran necesarios se liberaban apuntes o material adicional. También es para destacar en la cursada virtual la disponibilidad de las herramientas prácticas (compiladores, intérpretes, etc) y el hecho de verlas en uso durante la clase pudiendo volver a revisar esas partes en las grabaciones.;Si;Si, totalmente de acuerdo y muy cómodo.;;;;;;;
3/13/2021 18:19:10;75.02-95.11-Algoritmos y Programación I (Electrónica) - 2 - Essaya;Excelente;Sí;Interesantes;No;Excelentes;Muy Buenas;Normal;Dificil;No;Similar;Mejor;Similar;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje;Menor interacción con mis pares, Problemas de conectividad;Totalmente, exelente en todo aspecto. ;Si;Muy buena forma de evaluar, tp interesante, parcialitos que dividian los temas de forma adecuada. Ahora queda ver que onda el coloquio.;Seria nteresnte, viendo que en las materias que le siguen, se usa en mayor medida python o mathlab, que den mas bola a esto y no tanto a a c. En si solo escuche de una materia que usa algo parecido, que ni siquiera es c, es assembler.;;;;;;
3/14/2021 3:28:05;75.26-95.19-Simulación - Caiafa;Excelente;Sí;Muy Interesantes;Sí;Excelentes;Excelentes;Facil;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;Menor interacción con mis pares, Problemas de conectividad, Incomodidad en mi hogar;Sí;Si;Sí;;;;;;;
3/14/2021 13:02:35;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Dificil;No;Mejor;Mejor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;Me parece que estuvieron a la altura;Si;Si, me gustó la forma en que se evaluó;;;;;;;
3/14/2021 13:19:43;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Dificil;No;Mejor;Mejor;Mejor;Mejor;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;Si;Si;Si;;;;;;;
3/14/2021 13:20:42;75.01-95.01-Computación - 7 - Cabrera;Bueno;Sí;Muy Interesantes;Sí;Malas;Muy Buenas;Facil;Fácil;No;Similar;Similar;Similar;Similar;Mejor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;;si, se dictaron clases en el horario y respetaron la cantidad de horas indicadas.;Si;estoy muy conforme y me sentí cómodo con los contenidos .;Creo que la materia tendría que ser hibrida, mitad presencial y mitad virtual.;;;;;;
3/14/2021 14:02:18;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Muy Interesantes;Sí;Buenas;Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con mis pares, Problemas de conectividad, Falta de espacio adecuado para estudiar;;No;Si;;;;;;;
3/14/2021 14:21:32;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;Si;Similar;Mejor;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;;Si;;;;;;;;
3/14/2021 14:37:56;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Interesantes;Sí;Buenas;Muy Buenas;Facil;Normal;No;Peor;Mejor;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Falta de espacio adecuado para estudiar;Si.;No;Si.;Me gustaría que volvieran las clases presenciales lo antes posible, de todas las materias.;;;;;;
3/14/2021 15:08:12;75.01-95.01-Computación - 7 - Cabrera;Excelente;Sí;Interesantes;Sí;Muy Buenas;Excelentes;Dificil;Dificil;No;Similar;Mejor;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje;Problemas de conectividad;si;Si;si;;;;;;;
3/14/2021 15:20:04;75.01-95.01-Computación - 7 - Cabrera;Bueno;Sí;Interesantes;Sí;Regulares;Buenas;Normal;Normal;No;Peor;Similar;Similar;Similar;Similar;Posibilidad de volver atrás al no entender algo;Menor interacción con el docente, Menor interacción con mis pares;recomendaria que a la hora de dar la teórica compartiera el pdf en la pantalla asi es más practico en vez de que cada uno lo  tenga abierto;Si;;;;;;;;
3/14/2021 16:31:35;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Muy Interesantes;Sí;Buenas;Muy Buenas;Normal;Normal;No;Similar;Mejor;Similar;Similar;No aplica;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Comodidad de mi hogar;Menor interacción con mis pares;Si;Si;Si;;;;;;;
3/14/2021 16:52:22;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Muy Buenas;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad;Si;Si;Si;Me gustó cómo se desempeñó y me parece que es una materia que podría darse virtual, de hecho da más comodidad hacerlo desde una computadora ;;;;;;
3/14/2021 16:53:01;75.01-95.01-Computación - 7 - Cabrera;Bueno;Sí;Interesantes;Sí;Regulares;Buenas;Normal;Dificil;No;Similar;Similar;Similar;Peor;Peor;Posibilidad de ver las clases posteriormente;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad, Incomodidad en mi hogar;;No;No;Los profesores no me contestaban los mensajes;;;;;;
3/14/2021 17:10:45;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Interesantes;Sí;Excelentes;Muy Buenas;Normal;Dificil;No;Mejor;Mejor;Similar;Similar;Peor;Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Comodidad de mi hogar;Menor interacción con el docente, Pérdida de comunicación no verbal;Sí;Si;Sí;;;;;;;
3/14/2021 17:27:41;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Interesantes;Sí;Buenas;Muy Buenas;Normal;Dificil;No;Similar;Similar;Similar;Similar;Peor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con mis pares, Falta de espacio adecuado para estudiar, Incomodidad en mi hogar;Si;Si;Si;;;;;;;
3/14/2021 17:29:33;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Interesantes;Sí;Regulares;Muy Buenas;Normal;Normal;No;Peor;Similar;Peor;Peor;Peor;Ahorro en tiempo de viaje;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;Creo que sería bueno mejorar la comunicación;Si;Si;;;;;;;
3/14/2021 17:48:13;75.01-95.01-Computación - 7 - Cabrera;Bueno;Sí;Interesantes;Sí;Regulares;Regulares;Normal;Normal;No;;;;;;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares;;Si;;;;;;;;
3/14/2021 18:10:44;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Muy Interesantes;Sí;Excelentes;Buenas;Normal;Dificil;No;Similar;Mejor;Similar;Similar;No aplica;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con mis pares;Senti que estuvo muy acorde, los temas fueron dados en su totalidad y con tiempo de sobra. Muy útiles los ejercicios opcionales a entregar para practicar un poco más;No;Si;Los profesores estuvieron siempre muy bien predispuestos a responder dudas y consultas y organizar el curso lo más ameno posible para los alumnos;;;;;;
3/14/2021 18:12:48;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Muy Interesantes;Sí;Muy Buenas;Excelentes;Facil;Dificil;No;Similar;Mejor;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Mejor interacción en grupo, Ahorro en tiempo de viaje, Menores costos de traslado y otros;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad, Incomodidad en mi hogar;siii;Si;si;no;;;;;;
3/14/2021 19:16:01;75.01-95.01-Computación - 7 - Cabrera;Excelente;Sí;Interesantes;Sí;Muy Buenas;Excelentes;Normal;Normal;No;Similar;Similar;Similar;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con mis pares, Pérdida de comunicación no verbal, Problemas de conectividad;si;Si;;;;;;;;
3/14/2021 19:47:08;75.01-95.01-Computación - 7 - Cabrera;Muy Bueno;Sí;Interesantes;Sí;Buenas;Buenas;Facil;Normal;No;Similar;Mejor;Mejor;No aplica;No aplica;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo;Menor interacción con mis pares, Problemas de conectividad;si;Si;falta practica porque uno no se imagina que pueden tomar, ademas las guias tendrian que tener resoluciones posibles ;;;;;;;
3/14/2021 20:10:31;75.01-95.01-Computación - 7 - Cabrera;Bueno;Sí;Poco Interesantes;No;Regulares;Buenas;Normal;Normal;No;Similar;Mejor;Mejor;Similar;Similar;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Menor interacción con mis pares, Pérdida de comunicación no verbal;Estuvo todo correcto, lo unico que deberian mejorar es el uso del foro para consultas el resto todo ok;Si;Creo que la forma en que se evaluo fue la correcta;Computacion es una de las pocas materias que deberia cursarse virtualmente siempre, ya que cada uno desde su casa tiene el phyton y a medida que va explicando el profe durante la clase puede estar programando. Esto para la facu es una ventaja ya que no tiene que tener una pc por cada alumno. Ademas luego se puede ver las grabaciones y ver los errores en la programacion;;;;;;
3/14/2021 20:29:09;75.01-95.01-Computación - 7 - Cabrera;Bueno;Sí;Interesantes;Sí;Muy Buenas;Regulares;Normal;Dificil;No;Similar;Peor;Similar;Peor;Peor;Posibilidad de ver las clases posteriormente, Posibilidad de volver atrás al no entender algo, Ahorro en tiempo de viaje, Menores costos de traslado y otros, Comodidad de mi hogar;Menor interacción con el docente, Pérdida de comunicación no verbal, Problemas de conectividad;si;Si;Si;;;;;;;
